ALTERDATA,ITEM DO EPI,QTD,NOME SITE
MEDICO GINECOLOGISTA E OBSTETRA,Máscara descartável,1.0,MÉDICO GINECOLOGISTA E OBSTETRA
MEDICO GINECOLOGISTA E OBSTETRA,Máscara N95,1.0,MÉDICO GINECOLOGISTA E OBSTETRA
MEDICO GINECOLOGISTA E OBSTETRA,Touca TNT descartável,1.0,MÉDICO GINECOLOGISTA E OBSTETRA
MEDICO HEMATOLOGISTA,Avental TNT descartável,1.0,MÉDICO HEMATOLOGISTA
MEDICO HEMATOLOGISTA,Luva de Látex,1.0,MÉDICO HEMATOLOGISTA
MEDICO HEMATOLOGISTA,Máscara descartável,1.0,MÉDICO HEMATOLOGISTA
MEDICO HEMATOLOGISTA,Máscara N95,1.0,MÉDICO HEMATOLOGISTA
MEDICO HEMATOLOGISTA,Touca TNT descartável,1.0,MÉDICO HEMATOLOGISTA
MEDICO ORTOPEDISTA,Avental TNT descartável,1.0,MÉDICO ORTOPEDISTA
MEDICO ORTOPEDISTA,Luva de procedimento descartável,1.0,MÉDICO ORTOPEDISTA
MEDICO ORTOPEDISTA,Máscara descartável,1.0,MÉDICO ORTOPEDISTA
MEDICO ORTOPEDISTA,Máscara N95,1.0,MÉDICO ORTOPEDISTA
MEDICO ORTOPEDISTA,Touca TNT descartável,1.0,MÉDICO ORTOPEDISTA
MEDICO ORTOPEDISTA E TRAUMATOLOGISTA,Avental TNT descartável,1.0,MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA
MEDICO ORTOPEDISTA E TRAUMATOLOGISTA,Luva de procedimento descartável,1.0,MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA
MEDICO ORTOPEDISTA E TRAUMATOLOGISTA,Máscara descartável,1.0,MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA
MEDICO ORTOPEDISTA E TRAUMATOLOGISTA,Máscara N95,1.0,MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA
MEDICO ORTOPEDISTA E TRAUMATOLOGISTA,Touca TNT descartável,1.0,MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA
MEDICO PEDIATRA,Avental TNT descartável,1.0,MÉDICO PEDIATRA
MEDICO PEDIATRA,Luva de procedimento descartável,1.0,MÉDICO PEDIATRA
MEDICO PEDIATRA,Máscara descartável,1.0,MÉDICO PEDIATRA
MEDICO PEDIATRA,Máscara N95,1.0,MÉDICO PEDIATRA
MEDICO PEDIATRA,Touca TNT descartável,1.0,MÉDICO PEDIATRA
MEDICO PSIQUIATRA,Avental TNT descartável,1.0,MÉDICO PSIQUIATRA
MEDICO PSIQUIATRA,Luva de procedimento descartável,1.0,MÉDICO PSIQUIATRA
MEDICO PSIQUIATRA,Máscara descartável,1.0,MÉDICO PSIQUIATRA
MEDICO PSIQUIATRA,Máscara N95,1.0,MÉDICO PSIQUIATRA
MEDICO UROLOGISTA,SEM EPI,0.0,MÉDICO UROLOGISTA
MEMBRO DA COMISSÃO DE SINDICÂNCIA,SEM EPI,0.0,MEMBRO DA COMISSÃO DE SINDICÂNCIA
MENOR APRENDIZ - ASSISTENTE ADMINISTRATIVO,Máscara descartável,1.0,JOVEM APRENDIZ - ASSISTENTE ADMINISTRATIVO
MENOR APRENDIZ - ASSISTENTE ADMINISTRATIVO,Máscara N95,1.0,JOVEM APRENDIZ - ASSISTENTE ADMINISTRATIVO
MICROSCOPISTA,SEM EPI,0.0,MICROSCOPISTA
MOTORISTA,Avental TNT descartável,1.0,MOTORISTA
MOTORISTA,Luva de Látex,1.0,MOTORISTA
MOTORISTA,Luva de procedimento descartável,1.0,MOTORISTA
MOTORISTA,Máscara descartável,1.0,MOTORISTA
MOTORISTA,Máscara N95,1.0,MOTORISTA
MOTORISTA,Touca TNT descartável,1.0,MOTORISTA
MOTORISTA CATEGORIA D,Avental TNT descartável,1.0,MOTORISTA CATEGORIA D
MOTORISTA CATEGORIA D,Luva de procedimento descartável,1.0,MOTORISTA CATEGORIA D
MOTORISTA CATEGORIA D,Máscara descartável,1.0,MOTORISTA CATEGORIA D
MOTORISTA CATEGORIA D,Máscara N95,1.0,MOTORISTA CATEGORIA D
MOTORISTA CATEGORIA D,Touca TNT descartável,1.0,MOTORISTA CATEGORIA D
MOTORISTA DA PRESIDENCIA,SEM EPI,0.0,MOTORISTA DA PRESIDENCIA
MOTORISTA DE AMBULANCIA,Avental TNT descartável,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE AMBULANCIA,Luva de Látex,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE AMBULANCIA,Luva de procedimento descartável,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE AMBULANCIA,Máscara descartável,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE AMBULANCIA,Máscara N95,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE AMBULANCIA,Touca TNT descartável,1.0,MOTORISTA DE AMBULÂNCIA
MOTORISTA DE CARRETA,SEM EPI,0.0,MOTORISTA DE CARRETA
MOTORISTA DE GESTOR I,SEM EPI,0.0,MOTORISTA DE GESTOR I
MUSICISTA,Avental TNT descartável,1.0,MUSICISTA
MUSICISTA,Máscara descartável,1.0,MUSICISTA
MUSICISTA,Máscara N95,1.0,MUSICISTA
Musicoterapeuta,SEM EPI,0.0,MUSICOTERAPEUTA
NUTRICIONISTA,Avental TNT descartável,1.0,NUTRICIONISTA
NUTRICIONISTA,Luva de procedimento descartável,1.0,NUTRICIONISTA
NUTRICIONISTA,Máscara descartável,1.0,NUTRICIONISTA
NUTRICIONISTA,Máscara N95,1.0,NUTRICIONISTA
NUTRICIONISTA II,Avental TNT descartável,1.0,NUTRICIONISTA II
NUTRICIONISTA II,Luva de procedimento descartável,1.0,NUTRICIONISTA II
NUTRICIONISTA II,Máscara descartável,1.0,NUTRICIONISTA II
NUTRICIONISTA II,Máscara N95,1.0,NUTRICIONISTA II
ODONTOLOGO,Avental TNT descartável,1.0,ODONTÓLOGO
ODONTOLOGO,Luva de procedimento descartável,1.0,ODONTÓLOGO
ODONTOLOGO,Máscara descartável,1.0,ODONTÓLOGO
ODONTOLOGO,Máscara N95,1.0,ODONTÓLOGO
OFICIAL DE MANUTENCAO,SEM EPI,0.0,OFICIAL DE MANUTENÇÃO
OPERADOR  DO EXAME,SEM EPI,0.0,OPERADOR DO EXAME
OPERADOR ANALISTA DA REGULAÇÃO AMBULATORIAL,Máscara descartável,1.0,OPERADOR ANALISTA DA REGULAÇÃO AMBULATORIAL
OPERADOR ANALISTA DA REGULAÇÃO AMBULATORIAL,Máscara N95,1.0,OPERADOR ANALISTA DA REGULAÇÃO AMBULATORIAL
OPERADOR ANALISTA DE CALL CENTER,Máscara descartável,1.0,OPERADOR ANALISTA DE CALL CENTER
OPERADOR ANALISTA DE CALL CENTER,Máscara N95,1.0,OPERADOR ANALISTA DE CALL CENTER
OPERADOR DE CALL CENTER,Máscara descartável,1.0,OPERADOR DE CALL CENTER
OPERADOR DE CALL CENTER,Máscara N95,1.0,OPERADOR DE CALL CENTER
OPERADOR DE REGULACAO,Máscara descartável,1.0,OPERADOR DE REGULAÇÃO
OPERADOR DE REGULACAO,Máscara N95,1.0,OPERADOR DE REGULAÇÃO
OPERADOR DE SISTEMA,SEM EPI,0.0,OPERADOR DE SISTEMA
OUVIDOR,Máscara descartável,1.0,OUVIDOR
OUVIDOR,Máscara N95,1.0,OUVIDOR
PORTEIRO,Máscara descartável,1.0,PORTEIRO
PORTEIRO,Máscara N95,1.0,PORTEIRO
PRECEPTOR,SEM EPI,0.0,PRECEPTOR
PREGOEIRO,SEM EPI,0.0,PREGOEIRO
PREGOEIRO CSL,SEM EPI,0.0,PREGOEIRO CSL
PRESIDENTE CONSELHO ADMINISTRATIVO,SEM EPI,0.0,PRESIDENTE CONSELHO ADMINISTRATIVO
PRESIDENTE DA COMISSÃO DE SINDICÂNCIA,SEM EPI,0.0,PRESIDENTE DA COMISSÃO DE SINDICÂNCIA
PRESIDENTE DA CSL,SEM EPI,0.0,PRESIDENTE DA CSL
PRESIDENTE DA EMSERH,SEM EPI,0.0,PRESIDENTE DA EMSERH
PROJETISTA,SEM EPI,0.0,PROJETISTA
PSICOLOGO,Avental TNT descartável,1.0,PSICÓLOGO
PSICOLOGO,Luva de procedimento descartável,1.0,PSICÓLOGO
PSICOLOGO,Máscara descartável,1.0,PSICÓLOGO
PSICOLOGO,Máscara N95,1.0,PSICÓLOGO
PSICOPEDAGOGO,Avental TNT descartável,1.0,PSICOPEDAGOGO
PSICOPEDAGOGO,Máscara descartável,1.0,PSICOPEDAGOGO
PSICOPEDAGOGO,Máscara N95,1.0,PSICOPEDAGOGO
RECEPCIONISTA,Avental TNT descartável,1.0,RECEPCIONISTA
RECEPCIONISTA,Máscara descartável,1.0,RECEPCIONISTA
RECEPCIONISTA,Máscara N95,1.0,RECEPCIONISTA
SECRETARIO  EXECUTIVO,SEM EPI,0.0,SECRETARIO EXECUTIVO
SECRETARIO EXECUTIVO - SETOR FINANCEIRO,SEM EPI,0.0,SECRETARIO EXECUTIVO - SETOR FINANCEIRO
SECRETARIO,Máscara descartável,1.0,SECRETÁRIO
SECRETARIO,Máscara N95,1.0,SECRETÁRIO
SECRETÁRIO DO CONSELHO,SEM EPI,0.0,SECRETÁRIO DO CONSELHO
SUPERINTENDENTE DE INT. DO TRAB. EDUCAÇÃO NA SAUDE,SEM EPI,0.0,SUPERINTENDENTE DE INT. DO TRAB. EDUCAÇÃO NA SAUDE
SUPERVISOR  ADMINISTRATIVO  DA RESID MÉDICA,SEM EPI,0.0,SUPERVISOR ADMINISTRATIVO DA RESID MÉDICA
SUPERVISOR  CLINICO,SEM EPI,0.0,SUPERVISOR CLINICO
SUPERVISOR  DE ARQUIVO HOSPITALAR,Avental TNT descartável,1.0,SUPERVISOR DE ARQUIVO HOSPITALAR
SUPERVISOR  DE ARQUIVO HOSPITALAR,Máscara descartável,1.0,SUPERVISOR DE ARQUIVO HOSPITALAR
SUPERVISOR  DE ARQUIVO HOSPITALAR,Máscara N95,1.0,SUPERVISOR DE ARQUIVO HOSPITALAR
SUPERVISOR  DE ASSISTENCIA PALIATIVO,SEM EPI,0.0,SUPERVISOR DE ASSISTENCIA PALIATIVO
SUPERVISOR  DE CONTAS E CONTRATOS,SEM EPI,0.0,SUPERVISOR DE CONTAS E CONTRATOS
SUPERVISOR  DE ENFERMAGEM,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR  DE ENFERMAGEM,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR  DE ENFERMAGEM,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR DE ENFERMAGEM,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR DE ENFERMAGEM,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR DE ENFERMAGEM,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM
SUPERVISOR DE ENFERMAGEM - CCIH/NHE,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM - CCIH/NHE
SUPERVISOR DE ENFERMAGEM - CCIH/NHE,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM - CCIH/NHE
SUPERVISOR DE ENFERMAGEM - CCIH/NHE,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM - CCIH/NHE
SUPERVISOR DE ENFERMAGEM - NIR,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM - NIR
SUPERVISOR DE ENFERMAGEM - NIR,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM - NIR
SUPERVISOR DE ENFERMAGEM - NIR,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM - NIR
SUPERVISOR  DE GESTAO INTEGRADA,SEM EPI,0.0,SUPERVISOR DE GESTAO INTEGRADA
SUPERVISOR  DE INTERNACAO,SEM EPI,0.0,SUPERVISOR DE INTERNAÇÃO
SUPERVISOR  DE NUTRIÇÃO,Avental TNT descartável,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR  DE NUTRIÇÃO,Máscara descartável,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR  DE NUTRIÇÃO,Máscara N95,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR  DE PATRIMÔNIO E LOGISTICA,SEM EPI,0.0,SUPERVISOR DE PATRIMÔNIO E LOGISTICA
SUPERVISOR  DE RECURSOS HUMANOS,Avental TNT descartável,1.0,SUPERVISOR DE RECURSOS HUMANOS
SUPERVISOR  DE RECURSOS HUMANOS,Máscara descartável,1.0,SUPERVISOR DE RECURSOS HUMANOS
SUPERVISOR  DE RECURSOS HUMANOS,Máscara N95,1.0,SUPERVISOR DE RECURSOS HUMANOS
SUPERVISOR  NUCLEO DE EDUC. PERMANENTE,SEM EPI,0.0,SUPERVISOR NUCLEO DE EDUC. PERMANENTE
SUPERVISOR  SERVICO SOCIAL,Avental TNT descartável,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR  SERVICO SOCIAL,Máscara descartável,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR  SERVICO SOCIAL,Máscara N95,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR ADMINISTRATIVO - TUMTUM,Avental TNT descartável,1.0,SUPERVISOR ADMINISTRATIVO - TUMTUM
SUPERVISOR ADMINISTRATIVO - TUMTUM,Máscara descartável,1.0,SUPERVISOR ADMINISTRATIVO - TUMTUM
SUPERVISOR ADMINISTRATIVO - TUMTUM,Máscara N95,1.0,SUPERVISOR ADMINISTRATIVO - TUMTUM
SUPERVISOR ADMINISTRATIVO DE TRANSPORTE,SEM EPI,0.0,SUPERVISOR ADMINISTRATIVO DE TRANSPORTE
SUPERVISOR CCIH,Avental TNT descartável,1.0,SUPERVISOR CCIH
SUPERVISOR CCIH,Máscara descartável,1.0,SUPERVISOR CCIH
SUPERVISOR CCIH,Máscara N95,1.0,SUPERVISOR CCIH
SUPERVISOR CCIH E VIEP,Avental TNT descartável,1.0,SUPERVISOR CCIH E VIEP
SUPERVISOR CCIH E VIEP,Máscara descartável,1.0,SUPERVISOR CCIH E VIEP
SUPERVISOR CCIH E VIEP,Máscara N95,1.0,SUPERVISOR CCIH E VIEP
SUPERVISOR DE ALMOXARIFADO,Avental TNT descartável,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE ALMOXARIFADO,Máscara descartável,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE ALMOXARIFADO,Máscara N95,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE AMBULATÓRIO,Avental TNT descartável,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE AMBULATÓRIO,Máscara descartável,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE AMBULATÓRIO,Máscara N95,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE ARQUIVO,Avental TNT descartável,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ARQUIVO,Máscara descartável,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ARQUIVO,Máscara N95,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ATENDIMENTO,Avental TNT descartável,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE ATENDIMENTO,Máscara descartável,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE ATENDIMENTO,Máscara N95,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE ENF. NEFROLOGIA,SEM EPI,0.0,SUPERVISOR DE ENF. NEFROLOGIA
SUPERVISOR DE ENFERMAGEM - URGENCIA,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM - URGÊNCIA
SUPERVISOR DE ENFERMAGEM - URGENCIA,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM - URGÊNCIA
SUPERVISOR DE ENFERMAGEM - URGENCIA,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM - URGÊNCIA
SUPERVISOR DE ENFERMAGEM ALAS,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM ALAS
SUPERVISOR DE ENFERMAGEM ALAS,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM ALAS
SUPERVISOR DE ENFERMAGEM ALAS,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM ALAS
SUPERVISOR DE ENFERMAGEM CENTRO CIRURGICO,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM CC
SUPERVISOR DE ENFERMAGEM CENTRO CIRURGICO,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM CC
SUPERVISOR DE ENFERMAGEM CENTRO CIRURGICO,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM CC
SUPERVISOR DE ENFERMAGEM C.C e CME,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM CC/CME
SUPERVISOR DE ENFERMAGEM C.C e CME,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM CC/CME
SUPERVISOR DE ENFERMAGEM C.C e CME,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM CC/CME
SUPERVISOR  DE ENFERMAGEM CCIH,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM CCIH
SUPERVISOR  DE ENFERMAGEM CCIH,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM CCIH
SUPERVISOR  DE ENFERMAGEM CCIH,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM CCIH
SUPERVISOR  DE ENFERM CCIH/NHE,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM CCIH/NHE
SUPERVISOR  DE ENFERM CCIH/NHE,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM CCIH/NHE
SUPERVISOR  DE ENFERM CCIH/NHE,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM CCIH/NHE
SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA
SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA
SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM DA EPIDEMIOLOGIA
SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO
SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO
SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM DE AMBULATÓRIO
SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA
SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA
SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM DE EMERGÊNCIA
SUPERVISOR  DE ENFERMAGEM DE UTI,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM DE UTI
SUPERVISOR DE ENSINO,SEM EPI,0.0,SUPERVISOR DE ENSINO
SUPERVISOR DE FINANCEIRO E FATURAMENTO,SEM EPI,0.0,SUPERVISOR DE FINANCEIRO E FATURAMENTO
SUPERVISOR DE FISIOTERAPIA,Avental TNT descartável,1.0,SUPERVISOR DE FISIOTERAPIA
SUPERVISOR DE FISIOTERAPIA,Máscara descartável,1.0,SUPERVISOR DE FISIOTERAPIA
SUPERVISOR DE FISIOTERAPIA,Máscara N95,1.0,SUPERVISOR DE FISIOTERAPIA
SUPERVISOR DE FISIOTERAPIA UTI ADULTO,Avental TNT descartável,1.0,SUPERVISOR DE FISIOTERAPIA UTI ADULTO
SUPERVISOR DE FISIOTERAPIA UTI ADULTO,Máscara descartável,1.0,SUPERVISOR DE FISIOTERAPIA UTI ADULTO
SUPERVISOR DE FISIOTERAPIA UTI ADULTO,Máscara N95,1.0,SUPERVISOR DE FISIOTERAPIA UTI ADULTO
SUPERVISOR DE FROTA,Avental TNT descartável,1.0,SUPERVISOR DE FROTA
SUPERVISOR DE FROTA,Máscara descartável,1.0,SUPERVISOR DE FROTA
SUPERVISOR DE FROTA,Máscara N95,1.0,SUPERVISOR DE FROTA
SUPERVISOR DE INFRAESTRUTURA,SEM EPI,0.0,SUPERVISOR DE INFRAESTRUTURA
SUPERVISOR DE MANUTENÇÃO,Avental TNT descartável,1.0,SUPERVISOR DE MANUTENÇÃO
SUPERVISOR DE MANUTENÇÃO,Máscara descartável,1.0,SUPERVISOR DE MANUTENÇÃO
SUPERVISOR DE MANUTENÇÃO,Máscara N95,1.0,SUPERVISOR DE MANUTENÇÃO
SUPERVISOR DE NUTRIÇÃO,Avental TNT descartável,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR DE NUTRIÇÃO,Máscara descartável,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR DE NUTRIÇÃO,Máscara N95,1.0,SUPERVISOR DE NUTRIÇÃO
SUPERVISOR DE OPERAÇÕES DE SISTEMAS,SEM EPI,0.0,SUPERVISOR DE OPERAÇÕES DE SISTEMAS
SUPERVISOR DE PORTARIA,Máscara descartável,1.0,SUPERVISOR DE PORTARIA
SUPERVISOR DE PORTARIA,Máscara N95,1.0,SUPERVISOR DE PORTARIA
SUPERVISOR DE PROTOCOLO,SEM EPI,0.0,SUPERVISOR DE PROTOCOLO
SUPERVISOR DE RADIOLOGIA,Avental TNT descartável,1.0,SUPERVISOR DE RADIOLOGIA
SUPERVISOR DE RADIOLOGIA,Máscara descartável,1.0,SUPERVISOR DE RADIOLOGIA
SUPERVISOR DE RADIOLOGIA,Máscara N95,1.0,SUPERVISOR DE RADIOLOGIA
SUPERVISOR DE SERVICOS GERAIS E TRANSPORTES,SEM EPI,0.0,SUPERVISOR DE SERVICOS GERAIS E TRANSPORTES
SUPERVISOR DE TRANSPORTES,Avental TNT descartável,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DE TRANSPORTES,Máscara descartável,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DE TRANSPORTES,Máscara N95,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DE UTI EXTERNA,SEM EPI,0.0,SUPERVISOR DE UTI EXTERNA
SUPERVISOR DO NEP,Avental TNT descartável,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NEP,Máscara descartável,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NEP,Máscara N95,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NEP/NSP,Avental TNT descartável,1.0,SUPERVISOR DO NEP/NSP
SUPERVISOR DO NEP/NSP,Máscara descartável,1.0,SUPERVISOR DO NEP/NSP
SUPERVISOR DO NEP/NSP,Máscara N95,1.0,SUPERVISOR DO NEP/NSP
SUPERVISOR DO NUCLEO DE SEG. DO PACIENTE,SEM EPI,0.0,SUPERVISOR DO NUCLEO DE SEG. DO PACIENTE
SUPERVISOR EM INFORMATICA,Avental TNT descartável,1.0,SUPERVISOR DE INFORMÁTICA
SUPERVISOR EM INFORMATICA,Máscara descartável,1.0,SUPERVISOR DE INFORMÁTICA
SUPERVISOR EM INFORMATICA,Máscara N95,1.0,SUPERVISOR DE INFORMÁTICA
SUPERVISOR EQUIPE DE CURATIVOS,SEM EPI,0.0,SUPERVISOR EQUIPE DE CURATIVOS
SUPERVISOR ADMINISTRATIVO,Avental TNT descartável,1.0,SUPERVISOR ADMINISTRATIVO
SUPERVISOR ADMINISTRATIVO,Máscara descartável,1.0,SUPERVISOR ADMINISTRATIVO
SUPERVISOR ADMINISTRATIVO,Máscara N95,1.0,SUPERVISOR ADMINISTRATIVO
SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI,Avental TNT descartável,1.0,SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI
SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI,Máscara descartável,1.0,SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI
SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI,Máscara N95,1.0,SUPERVISOR ADMINSTRATIVO DIARISTA DA UTI
SUPERVISOR CEMARC,Avental TNT descartável,1.0,SUPERVISOR CEMARC
SUPERVISOR CEMARC,Máscara descartável,1.0,SUPERVISOR CEMARC
SUPERVISOR CEMARC,Máscara N95,1.0,SUPERVISOR CEMARC
SUPERVISOR DA QUALIDADE,Avental TNT descartável,1.0,SUPERVISOR DA QUALIDADE
SUPERVISOR DA QUALIDADE,Máscara descartável,1.0,SUPERVISOR DA QUALIDADE
SUPERVISOR DA QUALIDADE,Máscara N95,1.0,SUPERVISOR DA QUALIDADE
SUPERVISOR DA REGULACAO DE LEITOS,SEM EPI,0.0,SUPERVISOR DA REGULAÇÃO DE LEITOS
SUPERVISOR DE ABASTECIMENTO,SEM EPI,0.0,SUPERVISOR DE ABASTECIMENTO
SUPERVISOR DE ALMOXARIFADO,Avental TNT descartável,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE ALMOXARIFADO,Máscara descartável,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE ALMOXARIFADO,Máscara N95,1.0,SUPERVISOR DE ALMOXARIFADO
SUPERVISOR DE AMBULATÓRIO,Avental TNT descartável,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE AMBULATÓRIO,Máscara descartável,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE AMBULATÓRIO,Máscara N95,1.0,SUPERVISOR DE AMBULATÓRIO
SUPERVISOR DE AMBULATÓRIO SAE,Avental TNT descartável,1.0,SUPERVISOR DE AMBULATÓRIO SAE
SUPERVISOR DE AMBULATÓRIO SAE,Máscara descartável,1.0,SUPERVISOR DE AMBULATÓRIO SAE
SUPERVISOR DE AMBULATÓRIO SAE,Máscara N95,1.0,SUPERVISOR DE AMBULATÓRIO SAE
SUPERVISOR DE ARQUIVO,Avental TNT descartável,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ARQUIVO,Máscara descartável,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ARQUIVO,Máscara N95,1.0,SUPERVISOR DE ARQUIVO
SUPERVISOR DE ASSISTENCIA FARMACEUTICA,SEM EPI,0.0,SUPERVISOR DE ASSISTENCIA FARMACEUTICA
SUPERVISOR DE ATENDIMENTO,Avental TNT descartável,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE ATENDIMENTO,Máscara descartável,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE ATENDIMENTO,Máscara N95,1.0,SUPERVISOR DE ATENDIMENTO
SUPERVISOR DE COMPRAS,SEM EPI,0.0,SUPERVISOR DE COMPRAS
SUPERVISOR DE CONTRATOS,SEM EPI,0.0,SUPERVISOR DE CONTRATOS
SUPERVISOR DE CUSTO,SEM EPI,0.0,SUPERVISOR DE CUSTO
SUPERVISOR DE DEPARTAMENTO PESSOAL,SEM EPI,0.0,SUPERVISOR DE DEPARTAMENTO PESSOAL
SUPERVISOR  DE ENFERMAGEM DE UTI,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM DE UTI
SUPERVISOR  DE ENFERMAGEM DE UTI,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM DE UTI
